date,year,month,time,call
3,2024,1,08:30-08:45,
3,2024,1,08:45-09:00,
3,2024,1,09:00-09:15,
3,2024,1,09:15-09:30,
3,2024,1,09:30-09:45,
3,2024,1,09:45-10:00,
3,2024,1,10:00-10:15,
3,2024,1,10:15-10:30,
3,2024,1,10:30-10:45,
3,2024,1,10:45-11:00,
3,2024,1,11:00-11:15,
3,2024,1,11:15-11:30,
3,2024,1,11:30-11:45,
3,2024,1,11:45-12:00,
3,2024,1,12:00-12:15,
3,2024,1,12:15-12:30,
3,2024,1,12:30-12:45,
3,2024,1,12:45-13:00,
3,2024,1,13:00-13:15,
3,2024,1,13:15-13:30,
3,2024,1,13:30-13:45,
3,2024,1,13:45-14:00,
3,2024,1,14:00-14:15,
3,2024,1,14:15-14:30,
3,2024,1,14:30-14:45,
3,2024,1,14:45-15:00,
3,2024,1,15:00-15:15,
3,2024,1,15:15-15:30,
3,2024,1,15:30-15:45,
3,2024,1,15:45-16:00,
3,2024,1,16:00-16:15,
3,2024,1,16:15-16:30,
3,2024,1,16:30-16:45,
3,2024,1,16:45-17:00,
3,2024,1,17:00-17:15,
3,2024,1,17:15-17:30,
3,2024,1,17:30-17:45,
3,2024,1,17:45-18:00,
3,2024,1,18:00-18:15,
3,2024,1,18:15-18:30,
3,2024,1,18:30-18:45,
3,2024,1,18:45-19:00,
3,2024,1,19:00-19:15,
3,2024,1,19:15-19:30,
3,2024,1,19:30-19:45,
3,2024,1,19:45-20:00,
3,2024,1,20:00-20:15,
3,2024,1,20:15-20:30,
3,2024,1,20:30-20:45,
3,2024,1,20:45-21:00,
3,2024,1,21:00-20:15,
4,2024,1,08:30-08:45,
4,2024,1,08:45-09:00,
4,2024,1,09:00-09:15,
4,2024,1,09:15-09:30,
4,2024,1,09:30-09:45,
4,2024,1,09:45-10:00,
4,2024,1,10:00-10:15,
4,2024,1,10:15-10:30,
4,2024,1,10:30-10:45,
4,2024,1,10:45-11:00,
4,2024,1,11:00-11:15,
4,2024,1,11:15-11:30,
4,2024,1,11:30-11:45,
4,2024,1,11:45-12:00,
4,2024,1,12:00-12:15,
4,2024,1,12:15-12:30,
4,2024,1,12:30-12:45,
4,2024,1,12:45-13:00,
4,2024,1,13:00-13:15,
4,2024,1,13:15-13:30,
4,2024,1,13:30-13:45,
4,2024,1,13:45-14:00,
4,2024,1,14:00-14:15,
4,2024,1,14:15-14:30,
4,2024,1,14:30-14:45,
4,2024,1,14:45-15:00,
4,2024,1,15:00-15:15,
4,2024,1,15:15-15:30,
4,2024,1,15:30-15:45,
4,2024,1,15:45-16:00,
4,2024,1,16:00-16:15,
4,2024,1,16:15-16:30,
4,2024,1,16:30-16:45,
4,2024,1,16:45-17:00,
4,2024,1,17:00-17:15,
4,2024,1,17:15-17:30,
4,2024,1,17:30-17:45,
4,2024,1,17:45-18:00,
4,2024,1,18:00-18:15,
4,2024,1,18:15-18:30,
4,2024,1,18:30-18:45,
4,2024,1,18:45-19:00,
4,2024,1,19:00-19:15,
4,2024,1,19:15-19:30,
4,2024,1,19:30-19:45,
4,2024,1,19:45-20:00,
4,2024,1,20:00-20:15,
4,2024,1,20:15-20:30,
4,2024,1,20:30-20:45,
4,2024,1,20:45-21:00,
4,2024,1,21:00-20:15,
5,2024,1,08:30-08:45,
5,2024,1,08:45-09:00,
5,2024,1,09:00-09:15,
5,2024,1,09:15-09:30,
5,2024,1,09:30-09:45,
5,2024,1,09:45-10:00,
5,2024,1,10:00-10:15,
5,2024,1,10:15-10:30,
5,2024,1,10:30-10:45,
5,2024,1,10:45-11:00,
5,2024,1,11:00-11:15,
